iter	Logloss
348	0.2911223755
349	0.2910634155
350	0.290989563
351	0.2909187012
352	0.2908197632
353	0.2907243042
354	0.2906462097
355	0.290482605
356	0.2903847656
357	0.290260376
358	0.2901009827
359	0.2899067688
360	0.2897553711
361	0.289618103
362	0.2895232544
363	0.2894026489
364	0.2892597961
365	0.2891026611
366	0.2890301514
367	0.2888944397
368	0.2887879028
369	0.2886999207
370	0.2886037598
371	0.2885037231
372	0.2883964844
373	0.2883286133
374	0.2882009277
375	0.2880726013
376	0.2878978577
377	0.2878172607
378	0.287695343
379	0.287536377
380	0.2874113159
381	0.2872955322
382	0.2871854248
383	0.287131958
384	0.2869989929
385	0.2868922729
386	0.2867712402
387	0.2866976318
388	0.2865715332
389	0.2864232788
390	0.2863011169
391	0.2862184753
392	0.2861404419
393	0.2860175781
394	0.285890564
395	0.2857615356
396	0.2856397095
397	0.2855081177
398	0.2854021606
399	0.2853304749
400	0.2852282715
401	0.2851603394
402	0.2850129395
403	0.2849085083
404	0.2847825317
405	0.2846879883
406	0.2846113281
407	0.2844969482
408	0.2844024048
409	0.2842661133
410	0.2841329956
411	0.2839642334
412	0.2838582153
413	0.2837223206
414	0.2836224976
415	0.2835227661
416	0.2834024048
417	0.2833119507
418	0.2831452637
419	0.2829943542
420	0.2829315796
421	0.2828197021
422	0.2827388306
423	0.2826060181
424	0.2825350952
425	0.2824145508
426	0.2822856445
427	0.2822105103
428	0.2821008606
429	0.2819700317
430	0.2818142395
431	0.2817017822
432	0.2815958862
433	0.2814608459
434	0.2813750916
435	0.281213623
436	0.2811157227
437	0.2810071106
438	0.2809249573
439	0.2808227539
440	0.2806665039
441	0.2805647278
442	0.2804060059
443	0.2802591248
444	0.2801707458
445	0.2800824585
446	0.2800187378
447	0.2799443054
448	0.2798378296
449	0.2796520386
450	0.2795853882
451	0.2794751587
452	0.2793768311
453	0.2792790527
454	0.2791558838
455	0.2790682678
456	0.278984436
457	0.27893927
458	0.2788453674
459	0.278677124
460	0.2785906372
461	0.2784934692
462	0.2784368286
463	0.2783665771
464	0.278241272
465	0.2781068115
466	0.2780137939
467	0.2779313049
468	0.2777998047
469	0.2777083435
470	0.2776314087
471	0.2775408936
472	0.2774309082
473	0.2774025879
474	0.2773235779
475	0.2772249146
476	0.27714151
477	0.2770931091
478	0.2769538574
479	0.2768527527
480	0.276795166
481	0.276627533
482	0.2765383911
483	0.2764650269
484	0.2763400879
485	0.2762387695
486	0.2761281128
487	0.2760186462
488	0.2759279175
489	0.2758045654
490	0.2757054443
491	0.275618103
492	0.2755137329
493	0.2753936157
494	0.2752324219
495	0.2750811768
496	0.2749102173
497	0.2748406677
498	0.2747634888
499	0.2746849365
500	0.2745720215
501	0.2744735413
502	0.2743936157
503	0.2742824097
504	0.2741790771
505	0.2740734863
506	0.2739602051
507	0.2737914429
508	0.2736601563
509	0.2735016785
510	0.2733630981
511	0.2732112122
512	0.2731333008
513	0.273043457
514	0.2729742737
515	0.2729055786
516	0.2728319702
517	0.2727579346
518	0.2726904907
519	0.2725771179
520	0.2724887085
521	0.2723885498
522	0.2722218018
523	0.2720552979
524	0.271947876
525	0.2718710938
526	0.2717819824
527	0.2717282104
528	0.2716556396
529	0.2715297241
530	0.2714658203
531	0.2713670959
532	0.271256958
533	0.2711270447
534	0.2710636902
535	0.2710011292
536	0.2709040527
537	0.2707798462
538	0.2707019653
539	0.2706333008
540	0.2705258179
541	0.2704122314
542	0.2703063965
543	0.2702079468
544	0.2700795898
545	0.269920166
546	0.269844635
547	0.2696812744
548	0.2695960083
549	0.2695100098
550	0.2694017029
551	0.2692489014
552	0.2691569214
553	0.2690687256
554	0.2689723511
555	0.2688926697
556	0.2688251038
557	0.268756134
558	0.2686743469
559	0.2685995789
560	0.2685111694
561	0.2684475708
562	0.2683431396
563	0.2682620239
564	0.268166626
565	0.2680672607
566	0.2679868164
567	0.2679180298
568	0.2678681946
569	0.2677337036
570	0.2675958557
571	0.2674646606
572	0.2673331299
573	0.2672185669
574	0.2671425781
575	0.2670473633
576	0.2669228516
577	0.2668488159
578	0.2667390137
579	0.2666611328
580	0.2665299072
581	0.2664371643
582	0.2663609619
583	0.2663049927
584	0.2662275391
585	0.2661017456
586	0.2660421143
587	0.2659390259
588	0.2657858276
589	0.2657068481
590	0.2656208191
591	0.2655061646
592	0.265432312
593	0.2653461609
594	0.2652843628
595	0.2651240234
596	0.2650614014
597	0.2649117126
598	0.2647741394
599	0.2646817017
600	0.2645280151
601	0.2644519653
602	0.264404541
603	0.2643170776
604	0.2642362671
605	0.2641303711
606	0.2640211182
607	0.2639619751
608	0.2639089355
609	0.2638479614
610	0.2637463989
611	0.2636776123
612	0.2635450439
613	0.2634805908
614	0.263366333
615	0.263283905
616	0.2631818848
617	0.2631325073
618	0.2630545654
619	0.2629159546
620	0.262862915
621	0.2628045654
622	0.2627105713
623	0.2626347046
624	0.2625537415
625	0.2624309692
626	0.2623198853
627	0.2622109985
628	0.2621201172
629	0.2620330811
630	0.26191745
631	0.2618418579
632	0.2617706299
633	0.2616174927
634	0.2614637451
635	0.2613674927
636	0.2612388306
637	0.2611279907
638	0.2609974976
639	0.2609298706
640	0.2608100586
641	0.2607365112
642	0.2606347046
643	0.260562439
644	0.2604221802
645	0.2602817993
646	0.2601480103
647	0.2600494385
648	0.259953064
649	0.25987323
650	0.2598103027
651	0.2597382812
652	0.2596107788
653	0.2595297241
654	0.259420105
655	0.2593179932
656	0.2592506714
657	0.2591625366
658	0.2590610962
659	0.2589685059
660	0.2588877869
661	0.2587985535
662	0.2587398071
663	0.2586385193
664	0.2585635376
665	0.2584864197
666	0.2583693848
667	0.25828125
668	0.2581469727
669	0.2580543823
670	0.2579300537
671	0.25784198
672	0.2577488708
673	0.2576498108
674	0.2574909668
675	0.2573493042
676	0.257223938
677	0.2571480103
678	0.2570684204
679	0.2569888
680	0.2569136963
681	0.2568379517
682	0.2566925659
683	0.2565903931
684	0.2564839478
685	0.2563634338
686	0.2563104858
687	0.2561893921
688	0.2561209106
689	0.2560430908
690	0.2559972076
691	0.2559093933
692	0.2558234711
693	0.2557005157
694	0.2555856171
695	0.2554918823
696	0.2554014587
697	0.2552778168
698	0.2552108459
699	0.2551422882
700	0.2550750732
701	0.25496521
702	0.2548717346
703	0.2547575684
704	0.2546558838
705	0.2546062927
706	0.2545188599
707	0.2544594421
708	0.2543534851
709	0.2542748566
710	0.2541785889
711	0.2540945282
712	0.254027832
713	0.2539499817
714	0.2539021759
715	0.2538315735
716	0.2537727661
717	0.2536690369
718	0.2535445099
719	0.2534864502
720	0.253425293
721	0.253353363
722	0.253309906
723	0.2532149658
724	0.253146637
725	0.2530528412
726	0.2529713135
727	0.2528559723
728	0.2527560577
729	0.2526927185
730	0.2526055298
731	0.2525108948
732	0.2524369202
733	0.2523176575
734	0.2522801819
735	0.2522383423
736	0.2521378479
737	0.252028656
738	0.2519640656
739	0.251873291
740	0.2518020782
741	0.2517341309
742	0.2516549835
743	0.2515426331
744	0.2514596863
745	0.2513685303
746	0.2512926483
747	0.2512243805
748	0.2511648254
749	0.2510936432
750	0.2510210266
751	0.2509196777
752	0.2507879944
753	0.2506799316
754	0.2505415192
755	0.2504504852
756	0.2503607483
757	0.2503097839
758	0.2501891479
759	0.2501257324
760	0.2500302429
761	0.2499827728
762	0.2499394226
763	0.2498869629
764	0.2497635193
765	0.2497030029
766	0.2496644135
767	0.2495920105
768	0.2494827881
769	0.2494143372
770	0.2493085632
771	0.249266571
772	0.2491949158
773	0.2491036682
774	0.2490346069
775	0.2489553986
776	0.2488394165
777	0.2487427826
778	0.2487001801
779	0.2485613708
780	0.2484863892
781	0.2483861694
782	0.2483172607
783	0.2482395935
784	0.2481205444
785	0.2480501251
786	0.2479674988
787	0.2478703918
788	0.247774353
789	0.247659668
790	0.2475588684
791	0.247520401
792	0.2474443665
793	0.2473279724
794	0.2472042084
795	0.2471276245
796	0.247049118
797	0.2469447327
798	0.2468505249
799	0.2467586365
800	0.2467147675
801	0.2466309509
802	0.246533905
803	0.2464324493
804	0.2463223267
805	0.2462390594
806	0.2462255554
807	0.2461462555
808	0.2460512238
809	0.2459399414
810	0.2458913422
811	0.2457870789
812	0.2456818085
813	0.2456163025
814	0.2455557556
815	0.2454735565
816	0.245415451
817	0.2452779388
818	0.245156311
819	0.2450800171
820	0.2449914246
821	0.2448560791
822	0.2447774963
823	0.2446617737
824	0.244609848
825	0.2445448761
826	0.2444796143
827	0.2444130554
828	0.2443074951
829	0.2441903076
830	0.244123764
831	0.2440143585
832	0.2439404602
833	0.2438763123
834	0.2438274384
835	0.2437506104
836	0.2437189636
837	0.2436561127
838	0.2435919342
839	0.2435578308
840	0.243435791
841	0.2433412781
842	0.2432243042
843	0.2431384583
844	0.2430314941
845	0.242990799
846	0.2429350281
847	0.2428670959
848	0.2427687988
849	0.2426692047
850	0.2426029053
851	0.2425083313
852	0.242427948
853	0.2423656006
854	0.2422974701
855	0.2422124329
856	0.2421023712
857	0.2420385895
858	0.2419862671
859	0.2418947144
860	0.241796402
861	0.2417527161
862	0.241677002
863	0.2416095581
864	0.2415540771
865	0.2414863434
866	0.2414286804
867	0.2413210754
868	0.2411962585
869	0.2410990601
870	0.2410162659
871	0.2409757996
872	0.2409124451
873	0.2408512421
874	0.2407640991
875	0.2406889343
876	0.2405975342
877	0.2405082092
878	0.2404247589
879	0.2403308563
880	0.2402397461
881	0.2401034241
882	0.2400429382
883	0.2399364929
884	0.2398846741
885	0.2397915955
886	0.2397090454
887	0.2396459808
888	0.2395786133
889	0.2395023193
890	0.2394703369
891	0.2393982544
892	0.2393435669
893	0.2392512665
894	0.2391791534
895	0.2390771637
896	0.2390113525
897	0.238904007
898	0.2387980804
899	0.2387425537
900	0.2386769867
901	0.2386048431
902	0.2385805969
903	0.2385158386
904	0.2384159241
905	0.2383429871
906	0.2382415161
907	0.2381378479
908	0.2380354004
909	0.2379254456
910	0.2378635254
911	0.2378165131
912	0.2377478943
913	0.2376880798
914	0.237625
915	0.2375577545
916	0.2374954834
917	0.2373905945
918	0.2372932129
919	0.2372366333
920	0.2371956177
921	0.2371515656
922	0.2370556946
923	0.2370062561
924	0.2369998322
925	0.2369753723
926	0.2369028625
927	0.2368530884
928	0.2367805328
929	0.2367125549
930	0.2366633911
931	0.2365619965
932	0.2365047913
933	0.2364159088
934	0.2363310547
935	0.2361921234
936	0.2361549225
937	0.2360930481
938	0.2360300751
939	0.2359571381
940	0.2359012451
941	0.2358357391
942	0.2357730103
943	0.235710968
944	0.2356555481
945	0.2355504913
946	0.235477478
947	0.235407608
948	0.235329834
949	0.2352692261
950	0.2352454529
951	0.2352063446
952	0.2351228943
953	0.2350982208
954	0.2349825745
955	0.2349441833
956	0.2349005737
957	0.2348530273
958	0.234763855
959	0.2346646423
960	0.2346028595
961	0.2345141907
962	0.2344663391
963	0.2343904877
964	0.2343244019
965	0.2342374573
966	0.2341949768
967	0.2340829315
968	0.2339848328
969	0.2339150696
970	0.2338280487
971	0.2337424774
972	0.2337016296
973	0.2336092834
974	0.2335257416
975	0.2334605713
976	0.2334197388
977	0.2333297272
978	0.2332750549
979	0.2331852722
980	0.2331164856
981	0.2330296021
982	0.2329342194
983	0.2328744965
984	0.2328681335
985	0.2327813873
986	0.2327283478
987	0.2326504364
988	0.2325734558
989	0.2325476074
990	0.2324473419
991	0.2323314209
992	0.2322805634
993	0.2322090302
994	0.2321596527
995	0.2321266632
996	0.2320717773
997	0.2319963837
998	0.2319435883
999	0.2318548889
